Order_Date,Category,Product,Area,Channel,Payment_Method,Unit_Price_KES,Quantity,Discount_Pct,Revenue_KES,Customer_Rating,Units_Returned
13/07/2024,Books,Fiction Novel,Nairobi,Mobile App,Bank Transfer,1847.9,3,5,5266.52,3.2,0
26/05/2023,Books,Textbook,Thika,Online,Bank Transfer,767.99,1,0,767.99,4.5,0
25/08/2024,Clothing,Sneakers,Thika,In-Store,Bank Transfer,6025.36,5,0,30126.8,3.7,0
29/01/2023,Books,Science Book,Thika,Online,Bank Transfer,1634.07,7,0,11438.49,3.2,0
13/02/2023,Books,Fiction Novel,Eldoret,Mobile App,M-Pesa,2364.35,10,25,17732.62,4.8,0
27/05/2024,Clothing,Jacket,Thika,Social Media,Cash,604.88,3,15,1542.44,4.6,0
02/11/2024,Home & Garden,Wall Art,Eldoret,Social Media,PayPal,5771.05,3,15,19131.034,3.3,0
28/04/2024,Clothing,Dress,Machakos,Mobile App,Bank Transfer,1284.42,8,20,8220.29,4,0
21/08/2024,Sports,Swimming Goggles,Thika,Mobile App,Credit Card,42047.46,10,15,357403.41,4,0
26/11/2024,Electronics,Smartphone,Machakos,In-Store,Credit Card,16287.99,2,25,31761.587,4.4,2
28/04/2023,Clothing,T-Shirt,Mombasa,Social Media,Bank Transfer,11107.32,1,10,9996.59,2.6,0
17/05/2023,Books,Textbook,Kisumu,Online,Credit Card,1327.71,8,20,8497.34,5,0
15/06/2023,Clothing,Jeans,Kisumu,Social Media,Bank Transfer,8306.76,4,5,31565.69,3.6,0
04/01/2024,Clothing,T-Shirt,Eldoret,Online,M-Pesa,2840.71,3,0,8522.13,4.4,0
27/05/2024,Electronics,Tablet,Mombasa,Social Media,Credit Card,125195.63,10,25,938967.23,3.4,0
05/08/2024,Sports,Swimming Goggles,Mombasa,Online,Bank Transfer,25994.2,7,0,181959.4,2.7,0
24/01/2023,Home & Garden,Sofa,Nairobi,Social Media,Credit Card,4877.14,9,15,37310.12,3.1,1
18/03/2023,Home & Garden,Coffee Maker,Thika,Mobile App,M-Pesa,69897.45,3,10,188723.11,3.8,0
19/08/2024,Sports,Tennis Racket,Eldoret,Mobile App,Bank Transfer,37347.51,9,0,336127.59,3.7,1
02/03/2023,Home & Garden,Wall Art,Nairobi,Online,Cash,34175.33,4,15,116196.12,2.8,0
21/12/2023,Home & Garden,Rug,Thika,Online,Credit Card,39889.57,10,0,518564.41,4.9,0
06/02/2023,Sports,Yoga Mat,Eldoret,Social Media,Credit Card,16668.2,1,0,16668.2,3.7,0
20/07/2023,Home & Garden,Coffee Maker,Nakuru,Mobile App,Credit Card,2498.31,1,0,2498.31,3.8,1
19/12/2024,Electronics,Smartwatch,Nakuru,Online,Bank Transfer,115320.86,3,20,359801.078,2.8,0
26/08/2023,Sports,Running Shoes,Kisumu,In-Store,Cash,26529.57,1,5,25203.09,2.7,0
20/03/2023,Books,Comics,Machakos,Online,M-Pesa,3094.42,4,0,12377.68,2.6,0
13/05/2023,Home & Garden,Sofa,Kisumu,Mobile App,PayPal,52692.55,4,10,189693.18,4,0
23/12/2024,Electronics,Camera,Nairobi,Online,Cash,140878.78,4,25,549427.242,3.4,1
23/06/2024,Clothing,Jacket,Thika,Mobile App,Cash,9472.4,5,5,44993.9,4.7,0
14/10/2023,Sports,Tennis Racket,Nairobi,Online,Cash,54085.27,10,25,405639.52,2.7,1
29/08/2023,Sports,Dumbbells,Kisumu,In-Store,M-Pesa,22719.97,3,0,68159.91,4.2,0
04/11/2023,Books,Fiction Novel,Nairobi,Social Media,M-Pesa,1164.96,10,20,12115.584,2.7,0
30/07/2023,Sports,Bicycle,Nakuru,Online,Bank Transfer,23449,1,5,22276.55,3.4,0
15/09/2024,Sports,Yoga Mat,Thika,Mobile App,M-Pesa,32768.02,6,0,196608.12,4.4,0
13/03/2024,Home & Garden,Rug,Machakos,In-Store,M-Pesa,27802.8,10,20,222422.4,4.5,1
10/03/2024,Electronics,Speaker,Nairobi,Social Media,Cash,129060.09,9,25,871155.61,3.9,0
16/01/2023,Sports,Running Shoes,Mombasa,Social Media,Bank Transfer,44890.65,4,0,179562.6,3.2,0
06/01/2024,Home & Garden,Sofa,Mombasa,Mobile App,Cash,46029.74,1,10,41426.77,3.2,0
30/03/2024,Sports,Yoga Mat,Nairobi,Mobile App,PayPal,39850.12,5,0,199250.6,3.7,0
11/10/2023,Books,Fiction Novel,Kisumu,Social Media,PayPal,997.1,1,0,997.1,4.7,0
21/08/2023,Electronics,Headphones,Mombasa,Mobile App,Cash,40412.04,8,0,323296.32,4.1,0
16/08/2024,Sports,Football,Nairobi,In-Store,M-Pesa,39483.29,3,25,88837.4,3.3,0
06/09/2024,Clothing,T-Shirt,Thika,Mobile App,Cash,685.36,6,0,4112.16,3.1,0
28/11/2024,Sports,Bicycle,Nairobi,Online,Credit Card,12720.09,10,15,140556.988,4.1,1
29/10/2023,Clothing,T-Shirt,Kisumu,Mobile App,Cash,11713.64,6,25,52711.38,4.1,0
09/08/2023,Electronics,Tablet,Mombasa,Online,M-Pesa,92137.65,6,15,469902.01,3.4,0
05/07/2024,Clothing,Jacket,Machakos,Online,M-Pesa,11524.19,4,20,36877.41,4.3,0
19/07/2023,Sports,Swimming Goggles,Nairobi,Social Media,PayPal,31507.96,6,10,170142.98,4.6,0
31/03/2024,Clothing,Dress,Mombasa,Mobile App,Credit Card,5741.94,2,5,10909.69,4.3,1
04/04/2024,Home & Garden,Sofa,Kisumu,Online,Cash,52543.73,10,5,499165.43,4.5,0
21/10/2023,Clothing,Sneakers,Mombasa,Social Media,PayPal,8157.88,10,10,73420.92,3.4,0
09/04/2024,Books,Science Book,Eldoret,In-Store,PayPal,1881.44,4,0,7525.76,2.5,0
25/01/2023,Home & Garden,Rug,Eldoret,Social Media,M-Pesa,10810.72,1,20,8648.58,4.2,2
30/12/2024,Clothing,Sneakers,Machakos,Social Media,Bank Transfer,4575.23,7,5,30425.28,3.3,0
23/02/2024,Home & Garden,Pillow Set,Eldoret,Online,M-Pesa,6641.2,6,25,29885.4,4.1,0
05/06/2023,Books,Cookbook,Machakos,Social Media,Credit Card,2647.02,10,0,26470.2,4.7,0
10/04/2023,Home & Garden,Wall Art,Thika,Social Media,Bank Transfer,26178.6,3,10,70682.22,3.1,0
27/05/2023,Electronics,Smartwatch,Eldoret,Social Media,Cash,49774.41,6,0,298646.46,2.6,1
22/12/2023,Clothing,Jacket,Eldoret,Mobile App,PayPal,10615.21,6,0,63691.26,2.8,0
13/11/2024,Books,Self-Help Book,Mombasa,Mobile App,Cash,3464.18,2,5,6581.94,2.7,0
07/01/2023,Sports,Swimming Goggles,Mombasa,Online,PayPal,54210.95,9,5,463503.62,3.7,0
23/04/2023,Home & Garden,Desk Lamp,Kisumu,Social Media,Bank Transfer,42054.8,8,10,302794.56,4.3,1
15/11/2024,Electronics,Headphones,Nakuru,Social Media,Cash,14855.85,3,10,40110.8,3.4,0
07/10/2024,Clothing,Boots,Nairobi,Mobile App,Credit Card,6331.19,5,25,23741.96,4.3,0
14/07/2023,Electronics,Camera,Thika,Mobile App,M-Pesa,66139.89,9,15,505970.16,4.6,0
20/11/2024,Electronics,Camera,Thika,Online,Credit Card,22257.45,7,5,148012.04,3.7,0
04/01/2023,Clothing,Boots,Nakuru,Mobile App,Credit Card,2783.59,2,5,5288.82,3.6,0
08/10/2024,Sports,Dumbbells,Thika,In-Store,M-Pesa,25438.67,5,20,101754.68,4,0
16/05/2024,Books,Biographies,Thika,In-Store,Cash,2990.21,5,25,11213.29,4.5,0
02/04/2024,Home & Garden,Pillow Set,Nakuru,Mobile App,M-Pesa,18139.3,5,20,72557.2,3.3,0
10/05/2024,Electronics,Laptop,Nakuru,Mobile App,M-Pesa,53441.63,7,0,374091.41,4.6,1
23/02/2024,Sports,Bicycle,Thika,In-Store,M-Pesa,17881.26,9,5,152884.77,2.7,0
24/09/2023,Home & Garden,Wall Art,Kisumu,Social Media,Bank Transfer,64875.22,7,20,363301.23,4.8,0
02/07/2024,Clothing,Dress,Thika,Online,Cash,5647.82,4,0,22591.28,3,0
03/04/2023,Sports,Tennis Racket,Kisumu,In-Store,PayPal,32662.18,1,20,26129.74,4.5,0
10/06/2023,Home & Garden,Rug,Machakos,Online,M-Pesa,41877,6,5,238698.9,4.6,0
14/01/2023,Clothing,Dress,Machakos,In-Store,Cash,4312.27,4,5,16386.63,2.6,0
25/01/2023,Sports,Yoga Mat,Eldoret,Social Media,Bank Transfer,3111.74,5,10,14002.83,3.1,0
28/03/2023,Clothing,T-Shirt,Kisumu,Online,Bank Transfer,8035.67,3,10,21696.31,2.7,0
12/09/2024,Books,Fiction Novel,Nairobi,In-Store,M-Pesa,2654.79,7,5,17654.35,4.6,0
28/09/2023,Books,Biographies,Thika,Online,Cash,1176.96,4,0,4707.84,4.9,0
09/05/2024,Books,Cookbook,Nakuru,Online,Credit Card,3394.04,9,10,27491.72,3.2,0
08/04/2024,Sports,Dumbbells,Nakuru,Online,Bank Transfer,43816.91,6,0,262901.46,3.1,2
07/12/2023,Books,Textbook,Mombasa,Social Media,Cash,1825.78,2,10,3286.4,4.1,0
23/09/2024,Sports,Dumbbells,Mombasa,Social Media,PayPal,15448.16,3,20,37075.58,4.6,0
04/06/2023,Sports,Swimming Goggles,Mombasa,Online,Bank Transfer,15570.22,5,15,66173.43,2.6,0
12/07/2024,Sports,Bicycle,Machakos,Online,Cash,41609.6,9,25,280864.8,3.7,1
11/03/2024,Clothing,Dress,Nakuru,Social Media,PayPal,6880.28,2,0,13760.56,4.2,0
10/03/2024,Electronics,Laptop,Eldoret,Online,Credit Card,31210.41,2,0,62420.82,3.7,0
29/10/2023,Sports,Bicycle,Mombasa,Social Media,Bank Transfer,1149.96,2,20,1839.94,4.3,1
19/06/2024,Home & Garden,Pillow Set,Kisumu,Mobile App,PayPal,52297.48,3,10,141203.2,4.2,0
18/06/2023,Home & Garden,Pillow Set,Eldoret,Mobile App,Bank Transfer,37460.11,6,0,224760.66,3.8,0
19/12/2024,Electronics,Tablet,Nakuru,In-Store,Credit Card,71633.03,1,10,64469.73,4.2,0
20/12/2023,Home & Garden,Sofa,Nairobi,Social Media,PayPal,13191.08,6,5,97745.908,4.8,0
28/07/2024,Books,Biographies,Thika,Mobile App,Cash,2298.4,7,10,14479.92,3.9,0
10/05/2023,Electronics,Smartwatch,Mombasa,Online,Credit Card,43437.86,5,0,217189.3,4.5,0
22/06/2023,Books,Cookbook,Eldoret,Mobile App,PayPal,2439.19,8,5,18537.84,2.5,0
21/03/2023,Clothing,T-Shirt,Machakos,In-Store,Credit Card,2395.41,1,15,2036.1,4.7,0
04/09/2023,Sports,Swimming Goggles,Nakuru,Social Media,Bank Transfer,20029.11,9,0,180261.99,3.9,0
11/09/2024,Books,Comics,Nakuru,Mobile App,Cash,2983.68,6,0,17902.08,4.6,1
25/07/2024,Home & Garden,Wall Art,Mombasa,Social Media,PayPal,35778.43,5,0,178892.15,4.7,0
07/08/2023,Clothing,T-Shirt,Machakos,Mobile App,Bank Transfer,9363.57,6,20,44945.14,4,1
06/01/2023,Clothing,Jacket,Kisumu,In-Store,M-Pesa,2752.11,6,5,15687.03,4,0
12/02/2024,Home & Garden,Blender,Eldoret,Online,PayPal,22423.8,5,25,84089.25,2.6,0
17/05/2024,Home & Garden,Blender,Thika,Online,PayPal,66007.4,8,25,396044.4,2.9,0
15/05/2023,Sports,Swimming Goggles,Nairobi,Online,Cash,2312.92,3,0,6938.76,2.7,0
18/07/2023,Electronics,Smartphone,Nakuru,Online,Cash,16426.37,9,10,133053.6,4.1,0
12/06/2024,Home & Garden,Rug,Thika,Mobile App,Credit Card,72533.4,10,15,616533.9,2.5,0
01/10/2023,Books,Textbook,Thika,Online,M-Pesa,917.41,9,0,8256.69,2.7,0
08/10/2023,Home & Garden,Pillow Set,Mombasa,Social Media,Credit Card,51115.74,1,10,46004.17,3.9,0
03/04/2023,Books,Biographies,Machakos,Online,PayPal,3276.87,2,0,6553.74,3,0
16/04/2024,Home & Garden,Pillow Set,Thika,Online,Credit Card,63267.94,4,15,215111,2.7,0
02/07/2023,Clothing,Dress,Machakos,In-Store,Credit Card,4070.6,7,10,25644.78,3.2,0
23/09/2023,Books,Self-Help Book,Machakos,In-Store,Cash,3127.42,3,10,8444.03,4.2,0
08/10/2024,Books,Cookbook,Eldoret,Mobile App,Cash,2771.59,9,25,18708.23,4.2,0
17/12/2023,Sports,Bicycle,Mombasa,In-Store,Bank Transfer,21207.14,5,5,130954.083,3.8,0
29/04/2023,Home & Garden,Sofa,Eldoret,In-Store,Cash,18085.79,5,0,90428.95,3.8,0
27/11/2023,Books,Self-Help Book,Nakuru,Mobile App,Cash,2104.06,10,0,27352.78,4.1,1
02/01/2024,Electronics,Laptop,Nakuru,Social Media,Cash,51827.43,2,0,103654.86,3.3,0
13/02/2024,Clothing,Hoodie,Nairobi,Social Media,PayPal,5749.13,10,20,45993.04,3.7,0
07/03/2024,Home & Garden,Pillow Set,Kisumu,Social Media,Bank Transfer,24573.73,4,0,98294.92,3.6,0
04/08/2024,Sports,Bicycle,Eldoret,Online,Credit Card,31024.94,5,5,147368.46,4.4,0
14/04/2024,Home & Garden,Rug,Nairobi,Online,Cash,63594.78,3,15,162166.69,3.5,0
23/03/2024,Clothing,Jeans,Mombasa,Mobile App,Cash,1424.32,4,5,5412.42,2.7,0
27/04/2024,Sports,Swimming Goggles,Machakos,Mobile App,M-Pesa,28954.24,6,0,173725.44,3.9,0
12/05/2023,Clothing,Jacket,Thika,Social Media,Bank Transfer,8621.58,2,20,13794.53,3.3,1
22/12/2023,Books,Textbook,Kisumu,Mobile App,Bank Transfer,2210.2,9,0,25859.34,4.4,0
17/09/2024,Clothing,Sneakers,Mombasa,In-Store,Cash,4666.23,9,0,41996.07,4,0
21/03/2024,Electronics,Camera,Mombasa,In-Store,Bank Transfer,29819.64,4,10,107350.7,2.7,0
25/09/2023,Clothing,Jacket,Mombasa,Mobile App,Cash,4948.38,8,0,39587.04,4.9,0
02/11/2024,Clothing,Jacket,Thika,Online,Bank Transfer,9771.63,6,0,76218.714,4.5,0
25/02/2023,Home & Garden,Desk Lamp,Eldoret,Social Media,Bank Transfer,1717.82,7,20,9619.79,3.3,0
01/07/2024,Electronics,Smartwatch,Machakos,Social Media,PayPal,57178.15,8,15,388811.42,4.9,0
22/07/2023,Clothing,Jacket,Eldoret,Social Media,M-Pesa,2229.45,6,10,12039.03,3.8,0
11/01/2024,Books,Science Book,Nairobi,Social Media,Cash,427.5,8,25,2565,2.6,0
03/07/2023,Home & Garden,Blender,Nakuru,Mobile App,Cash,61533.23,1,10,55379.91,3.2,0
12/09/2023,Books,Cookbook,Kisumu,Online,PayPal,657.39,1,20,525.91,2.9,0
06/12/2024,Clothing,Boots,Mombasa,Social Media,Bank Transfer,10766.24,6,25,62982.504,4.8,1
15/09/2024,Sports,Tennis Racket,Nakuru,Online,M-Pesa,19999.36,1,0,19999.36,4.9,0
15/02/2024,Electronics,Headphones,Eldoret,Online,Cash,139261.2,5,20,557044.8,2.6,1
07/11/2023,Home & Garden,Wall Art,Thika,Online,Bank Transfer,77240.68,4,10,361486.385,3.8,0
06/12/2024,Electronics,Tablet,Eldoret,Social Media,Credit Card,114586.42,7,10,938462.785,3.2,0
29/02/2024,Sports,Bicycle,Mombasa,Mobile App,Cash,900.03,4,0,3600.12,4.1,0
15/08/2023,Books,Biographies,Machakos,Mobile App,M-Pesa,1008.24,1,15,857,2.7,0
25/07/2024,Sports,Swimming Goggles,Nakuru,Social Media,PayPal,20127.87,7,25,105671.32,2.5,0
29/06/2024,Home & Garden,Rug,Nakuru,In-Store,Bank Transfer,68464.99,8,5,520333.92,4.2,0
01/08/2023,Home & Garden,Coffee Maker,Nairobi,Online,Bank Transfer,45257,6,0,271542,4.4,0
01/10/2024,Home & Garden,Blender,Machakos,Mobile App,Bank Transfer,54220.51,1,0,54220.51,4,0
20/01/2024,Sports,Bicycle,Nakuru,Online,Cash,33652.51,8,5,255759.08,4.8,0
02/07/2023,Sports,Swimming Goggles,Nairobi,Online,Bank Transfer,13567.34,2,10,24421.21,4.7,0
24/11/2023,Books,Biographies,Nakuru,Mobile App,Credit Card,1638.18,10,10,19166.706,4.1,0
21/10/2023,Home & Garden,Pillow Set,Eldoret,Social Media,Credit Card,68837.28,8,25,413023.68,4.6,0
30/11/2024,Clothing,Jacket,Kisumu,Online,PayPal,10043.46,8,0,104451.984,3.5,0
05/09/2024,Books,Science Book,Mombasa,Online,PayPal,1017.42,10,0,10174.2,3.9,0
15/01/2024,Electronics,Tablet,Eldoret,In-Store,Credit Card,86257.31,8,0,690058.48,2.6,0
28/04/2024,Books,Biographies,Eldoret,In-Store,Credit Card,1764.86,4,0,7059.44,4.8,1
08/09/2023,Home & Garden,Desk Lamp,Kisumu,Online,M-Pesa,17194.98,8,25,103169.88,4.2,0
13/06/2023,Clothing,Hoodie,Mombasa,Social Media,PayPal,7875.86,10,15,66944.81,3.1,0
14/03/2023,Electronics,Smartphone,Thika,Online,Bank Transfer,130325.28,8,20,834081.79,4.5,1
12/02/2024,Sports,Yoga Mat,Thika,Online,Bank Transfer,29159.97,1,10,26243.97,4.6,0
26/09/2023,Electronics,Tablet,Nakuru,Social Media,Bank Transfer,118538.68,2,0,237077.36,4.4,0
09/05/2024,Electronics,Camera,Mombasa,Mobile App,Bank Transfer,99167.48,3,5,282627.32,3,0
06/12/2024,Electronics,Headphones,Thika,Social Media,Credit Card,114033.13,6,10,800512.57,4.5,0
15/08/2023,Sports,Running Shoes,Eldoret,Online,Credit Card,9392.62,5,0,46963.1,4.7,0
20/11/2024,Home & Garden,Blender,Thika,In-Store,PayPal,51004.45,8,25,306026.7,4.4,0
20/08/2024,Clothing,Sneakers,Kisumu,Social Media,Cash,7822.77,1,5,7431.63,3.3,0
21/10/2024,Home & Garden,Blender,Thika,Social Media,Bank Transfer,49782.03,3,15,126944.18,2.9,1
29/06/2023,Home & Garden,Pillow Set,Kisumu,Social Media,Bank Transfer,52151.42,9,25,352022.08,3.7,0
27/10/2024,Electronics,Tablet,Mombasa,Mobile App,Credit Card,35197.88,5,0,175989.4,3,0
03/10/2024,Sports,Football,Nairobi,In-Store,Credit Card,22195.48,1,20,17756.38,2.7,0
08/09/2023,Electronics,Tablet,Eldoret,Online,M-Pesa,68101.66,9,5,582269.19,3.1,0
19/07/2024,Clothing,Jeans,Thika,Social Media,Credit Card,962.68,10,10,8664.12,3.2,0
20/04/2024,Electronics,Laptop,Eldoret,Mobile App,M-Pesa,32744.34,4,25,98233.02,2.7,1
02/05/2024,Electronics,Tablet,Machakos,Online,Credit Card,72788.26,8,0,582306.08,3,0
29/03/2024,Clothing,Sneakers,Nakuru,Mobile App,PayPal,610.43,7,0,4273.01,4.4,0
19/05/2024,Sports,Swimming Goggles,Nakuru,Online,Cash,45420.88,10,10,408787.92,4.1,0
09/10/2023,Books,Biographies,Kisumu,Mobile App,Cash,3075.24,4,15,10455.82,4.2,0
22/05/2024,Books,Fiction Novel,Machakos,In-Store,Bank Transfer,320.86,9,25,2165.81,2.9,0
18/07/2023,Books,Comics,Kisumu,Online,Bank Transfer,1395.78,9,0,12562.02,4.4,0
02/12/2024,Clothing,Dress,Eldoret,Mobile App,Cash,9313.84,8,0,74510.72,4,0
30/11/2023,Clothing,Dress,Mombasa,In-Store,Bank Transfer,9536.83,3,0,37193.637,5,0
15/01/2024,Books,Textbook,Thika,Mobile App,Credit Card,3285.1,8,10,23652.72,2.9,0
03/03/2024,Home & Garden,Rug,Thika,Mobile App,Bank Transfer,25194.94,10,20,201559.52,2.5,1
02/08/2023,Electronics,Headphones,Kisumu,In-Store,Bank Transfer,115523.19,1,5,109747.03,4.2,0
09/08/2023,Home & Garden,Sofa,Kisumu,Social Media,Bank Transfer,26594.26,9,5,227380.92,4,0
17/02/2023,Home & Garden,Sofa,Nairobi,In-Store,Credit Card,26578.26,8,25,159469.56,4.5,0
04/07/2024,Books,Self-Help Book,Kisumu,Social Media,M-Pesa,624.61,6,10,3372.89,3.4,1
04/06/2023,Electronics,Headphones,Mombasa,Online,Cash,146622.46,7,0,1026357.22,4,0
07/12/2024,Sports,Yoga Mat,Nakuru,In-Store,Cash,34620.35,5,10,155791.58,4.4,0
16/04/2024,Home & Garden,Rug,Kisumu,Social Media,Credit Card,15383.89,8,5,116917.56,3.4,0
10/02/2024,Home & Garden,Blender,Eldoret,Online,Credit Card,10239.88,7,20,57343.33,4.5,0
05/07/2024,Sports,Yoga Mat,Eldoret,Mobile App,M-Pesa,34203.45,1,15,29072.93,3.7,0
09/06/2024,Electronics,Camera,Nairobi,Online,PayPal,117527.06,9,0,1057743.54,4.6,0
21/04/2024,Books,Biographies,Thika,In-Store,M-Pesa,2754.77,7,10,17355.05,3.6,1
24/06/2024,Clothing,Boots,Kisumu,Online,Credit Card,7950.16,6,25,35775.72,4.5,0
09/01/2023,Books,Fiction Novel,Nakuru,Mobile App,M-Pesa,2295.81,7,0,16070.67,3.1,0
13/08/2024,Home & Garden,Rug,Mombasa,Mobile App,PayPal,37054.06,4,15,125983.8,2.9,0
07/07/2024,Clothing,Dress,Mombasa,Online,M-Pesa,6634.35,1,0,6634.35,3.4,0
27/08/2023,Home & Garden,Desk Lamp,Thika,In-Store,Credit Card,24792.02,7,10,156189.73,4.8,0
30/03/2024,Home & Garden,Sofa,Mombasa,Social Media,M-Pesa,66865.25,7,0,468056.75,4.7,1
27/08/2024,Clothing,Jacket,Nairobi,Social Media,Bank Transfer,5090.55,4,20,16289.76,4.5,0
11/09/2024,Clothing,Sneakers,Eldoret,Online,Credit Card,9200.97,2,25,13801.45,3.4,2
12/04/2024,Books,Self-Help Book,Mombasa,Online,PayPal,1451.55,5,0,7257.75,2.5,0
20/03/2024,Books,Science Book,Machakos,Online,Cash,1453.26,5,0,7266.3,4.9,0
16/02/2023,Clothing,Boots,Nairobi,Social Media,Bank Transfer,682.28,5,15,2899.69,2.9,0
02/09/2024,Sports,Yoga Mat,Mombasa,In-Store,Credit Card,41887.17,1,0,41887.17,4.5,1
15/11/2024,Home & Garden,Blender,Eldoret,Social Media,Credit Card,34003.74,3,0,102011.22,4.7,0
28/09/2024,Clothing,T-Shirt,Nakuru,In-Store,Cash,5142.02,6,10,27766.91,3.3,0
04/09/2024,Home & Garden,Sofa,Nakuru,Online,Credit Card,73155.29,1,20,58524.23,4.3,0
02/05/2024,Electronics,Smartphone,Kisumu,In-Store,M-Pesa,64142.67,2,0,128285.34,3.7,0
27/11/2023,Sports,Bicycle,Mombasa,Online,Cash,28888.86,5,0,187777.59,3.4,0
19/08/2023,Electronics,Headphones,Nakuru,In-Store,Credit Card,34458.05,3,0,103374.15,4.1,0
03/12/2023,Books,Cookbook,Eldoret,Online,Credit Card,1023.91,3,10,3593.928,3.7,0
30/01/2024,Sports,Tennis Racket,Kisumu,In-Store,Cash,25668.04,3,0,77004.12,4.1,0
08/08/2024,Clothing,T-Shirt,Mombasa,Online,Credit Card,2361.68,6,0,14170.08,3.7,1
12/07/2024,Clothing,Boots,Machakos,Social Media,Bank Transfer,11916.04,8,10,85795.49,3.6,0
10/11/2024,Sports,Running Shoes,Kisumu,In-Store,Cash,20854.39,8,25,125126.34,4.6,0
07/04/2023,Home & Garden,Sofa,Machakos,Mobile App,Bank Transfer,51669.58,9,0,465026.22,3.1,0
22/03/2024,Electronics,Smartphone,Eldoret,Mobile App,Credit Card,131249.4,5,25,492185.25,3.9,1
23/07/2023,Sports,Dumbbells,Nakuru,In-Store,Credit Card,50496.76,4,0,201987.04,4.3,0
19/01/2024,Sports,Swimming Goggles,Mombasa,Online,PayPal,22141.78,4,0,88567.12,2.9,0
27/07/2023,Sports,Dumbbells,Machakos,In-Store,PayPal,56566.2,10,20,452529.6,3.2,1
01/01/2023,Books,Cookbook,Nakuru,Social Media,Bank Transfer,1797.61,3,10,4853.55,2.7,0
07/05/2024,Home & Garden,Desk Lamp,Thika,Online,M-Pesa,60609.43,3,0,181828.29,4.6,0
25/12/2023,Clothing,Jacket,Machakos,In-Store,Bank Transfer,4996.5,4,5,18986.7,4.9,0
12/01/2023,Books,Fiction Novel,Thika,In-Store,Credit Card,1718.82,5,15,7304.98,4.1,0
08/07/2024,Sports,Yoga Mat,Machakos,Social Media,Credit Card,39829.03,5,0,199145.15,4.4,0
19/09/2023,Electronics,Speaker,Thika,Mobile App,Cash,142524.21,1,20,114019.37,2.8,0
09/09/2024,Sports,Dumbbells,Thika,Social Media,Cash,13943.22,2,0,27886.44,4.9,1
10/10/2023,Clothing,Hoodie,Machakos,Social Media,Bank Transfer,5349.25,2,10,9628.65,4.8,0
06/09/2023,Home & Garden,Coffee Maker,Thika,Mobile App,Cash,7380.99,2,25,11071.49,4,0
13/09/2024,Books,Comics,Kisumu,Online,Bank Transfer,2094.15,10,20,16753.2,3.8,1
01/05/2023,Books,Fiction Novel,Eldoret,Online,PayPal,2982.26,2,0,5964.52,4.9,0
24/10/2024,Sports,Football,Thika,Social Media,Bank Transfer,43266.37,1,15,36776.41,4.5,1
10/08/2023,Sports,Swimming Goggles,Eldoret,Online,Bank Transfer,48901.74,7,0,342312.18,3.9,0
30/11/2024,Home & Garden,Sofa,Kisumu,Social Media,M-Pesa,58541.34,5,15,248800.69,4.9,0
03/08/2023,Books,Textbook,Nairobi,Mobile App,Bank Transfer,2537.13,5,0,12685.65,3.9,1
27/12/2023,Home & Garden,Wall Art,Nakuru,Mobile App,Credit Card,67701.81,2,15,149621.004,4.3,0
17/11/2023,Clothing,Dress,Machakos,Mobile App,M-Pesa,11012.97,2,20,22906.975,4.1,0
13/06/2023,Clothing,Dress,Machakos,Social Media,Cash,4375.51,8,15,29753.47,4.9,0
27/07/2024,Electronics,Laptop,Eldoret,Mobile App,PayPal,105633.79,9,10,855633.7,3.8,0
30/05/2023,Electronics,Laptop,Nairobi,Online,PayPal,137375.2,7,10,865463.76,4.3,0
19/08/2023,Books,Self-Help Book,Nakuru,Online,Cash,2262.94,2,15,3847,3.6,0
20/08/2023,Sports,Dumbbells,Thika,Mobile App,M-Pesa,29972.88,4,5,113896.94,3.6,0
29/02/2024,Clothing,T-Shirt,Kisumu,In-Store,M-Pesa,10361.61,8,25,62169.66,3.9,2
24/12/2024,Clothing,Jacket,Mombasa,Social Media,PayPal,10718.95,7,10,87788.207,3.4,0
26/11/2023,Books,Cookbook,Kisumu,In-Store,Cash,2029.18,2,0,5275.868,5,0
18/04/2023,Sports,Tennis Racket,Mombasa,Online,PayPal,42676.22,9,15,326473.08,4.5,0
25/09/2024,Home & Garden,Wall Art,Thika,In-Store,Bank Transfer,22115.37,1,25,16586.53,3.6,0
24/12/2024,Electronics,Laptop,Nairobi,Social Media,PayPal,98241.08,6,25,442084.86,4.2,0
09/08/2023,Home & Garden,Pillow Set,Kisumu,Online,PayPal,39672.14,3,20,95213.14,4.2,0
07/01/2023,Home & Garden,Blender,Mombasa,Social Media,Credit Card,61490.98,10,15,522673.33,4.9,0
19/07/2023,Home & Garden,Pillow Set,Nairobi,Online,PayPal,5839.4,7,0,40875.8,3.1,0
07/04/2023,Clothing,Hoodie,Mombasa,Online,Bank Transfer,8879.67,6,0,53278.02,4.9,0
09/04/2023,Books,Textbook,Nakuru,Social Media,Bank Transfer,743.23,6,0,4459.38,3.3,0
26/12/2023,Books,Cookbook,Nakuru,Online,Credit Card,1133.62,4,5,5600.088,4.1,0
30/11/2024,Electronics,Smartwatch,Kisumu,Online,PayPal,11013.33,9,0,99119.97,2.9,1
13/03/2023,Sports,Yoga Mat,Nairobi,Mobile App,Bank Transfer,18792.07,10,15,159732.6,4.9,0
10/08/2024,Sports,Bicycle,Mombasa,In-Store,Cash,6359.77,3,15,16217.41,2.9,0
